submission_id,age,cups,where,home_brew,on_the_go,favorite_drink,add,prefer_kind,prefer_strength,prefer_roast,prefer_caffeine,self_experience,a_bitterness,a_acidity,a_preference,b_bitterness,b_acidity,b_preference,c_bitterness,c_acidity,c_preference,d_bitterness,d_acidity,outcome,abc_prefer,work_from,monthly_spending,why_coffee,like_taste,know_where_from,most_for_cup,most_willing_for_cup,cafe_good_value,equipment_spent,equipment_good_value,gender,marital_status,hh_income,education,ethnicity_race,employment,children,party,state,state_name,total_votes,biden_votes,biden_votes_share,biden_ev,trump_votes,trump_votes_share,trump_ev,other_votes,other_votes_share,other_ev
919,55-64 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,Pourover,No - just black,Bold,Somewhat strong,Light,Full caffeine,9,4,4,4,2,3,3,2,3,5,4,3,-2,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,$15-$20,No,$300-$500,Yes,Male,Married,"$100,000 - $149,999",Doctorate or professional degree,White/Caucasian,Employed full-time,2,Democrat,OK,Oklahoma,"1,560,699","503,890",32.29%,,"1,020,280",65.37%,7,"36,529",2.34%,
2298,25-34 years old,Less than 1,On the go,NA,Local cafe,Latte,"Milk, dairy alternative, or coffee creamer",Full Bodied,Somewhat strong,Medium,Full caffeine,4,1,3,5,4,2,4,3,1,1,3,4,-1,Coffee A,I primarily work in person,<$20,It tastes good,Yes,No,$6-$8,More than $20,No,Less than $20,No,Female,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,25-34 years old,1,At home,"Pour over, Espresso",NA,Pourover,No - just black,Bright,Medium,Light,Full caffeine,7,1,5,5,3,2,3,4,1,2,1,4,-2,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,Married,"$150,000 or more",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
1329,18-24 years old,Less than 1,At home,Other,NA,Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,7,1,5,5,3,3,4,5,2,3,1,4,-2,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,35-44 years old,1,At home,"Pour over, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",NA,Pourover,"Milk, dairy alternative, or coffee creamer",Caramalized,Somewhat strong,Medium,Full caffeine,7,3,5,2,4,3,1,2,1,4,2,2,0,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,$8-$10,$8-$10,No,$300-$500,Yes,Male,Living with a partner,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed part-time,None,Independent,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
953,35-44 years old,1,"At home, At a cafe",Espresso,NA,Espresso,No - just black,Fruity,Somewhat light,Light,Full caffeine,6,2,4,4,2,1,3,5,3,2,1,5,0,Coffee A,I primarily work from home,$40-$60,I need the ritual,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
383,25-34 years old,2,"At home, At a cafe, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA,Pourover,No - just black,Bold,Somewhat strong,Medium,Full caffeine,7,1,3,2,4,1,3,2,2,3,1,4,-1,Coffee B,I primarily work from home,$60-$80,"I need the ritual, I need the caffeine, It tastes good",Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
645,25-34 years old,1,"At home, At a cafe","Pour over, French press, Other",NA,Other,No - just black,Fruity,Somewhat strong,Light,Full caffeine,7,2,4,4,3,2,3,4,2,2,1,5,-2,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Republican,WY,Wyoming,"276,765","73,491",26.55%,,"193,559",69.94%,3,"9,715",3.51%,
946,25-34 years old,2,"At home, At the office","Pour over, French press, Espresso",NA,Latte,"No - just black, Milk, dairy alternative, or coffee creamer",Nutty,Somewhat strong,Medium,Full caffeine,7,2,4,2,3,2,4,3,2,4,2,4,1,Coffee B,I primarily work in person,$20-$40,It tastes good,Yes,Yes,$6-$8,More than $20,Yes,$500-$1000,Yes,Male,Single,"$50,000 - $74,999",Master's degree,White/Caucasian,Employed full-time,None,Democrat,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
2340,35-44 years old,2,At home,"Pour over, Bean-to-cup machine",NA,Cortado,No - just black,Fruity,Somewhat strong,Light,Full caffeine,8,4,5,3,2,3,1,2,3,4,2,4,-2,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,2,Democrat,NC,North Carolina,"5,524,804","2,684,292",48.59%,,"2,758,775",49.93%,15,"81,737",1.48%,
1589,25-34 years old,2,At home,"Pour over, Espresso",NA,Pourover,No - just black,Bright,Somewhat strong,Light,Full caffeine,7,2,5,3,4,2,2,3,3,4,2,4,-2,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom",Yes,Yes,$8-$10,$15-$20,No,$500-$1000,Yes,Male,Single,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
469,25-34 years old,2,"At home, At the office","Espresso, Pour over, Other",NA,Americano,No - just black,Chocolatey,Somewhat strong,Medium,Full caffeine,6,2,4,4,1,3,5,3,3,2,4,3,-1,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, It makes me go to the bathroom",Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",No,Male,Living with a partner,"$100,000 - $149,999",Bachelor's degree,Other (please specify),Employed full-time,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
123,25-34 years old,2,"At the office, At home, On the go",Other,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",Americano,No - just black,Fruity,Very strong,Light,Full caffeine,6,3,4,4,4,1,4,2,2,3,1,5,0,Coffee B,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$10-$15,$10-$15,Yes,$100-$300,No,Male,Single,"$75,000 - $99,999",Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
2414,35-44 years old,1,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Sweet,Somewhat strong,Dark,Full caffeine,6,3,1,3,3,3,5,1,2,2,5,4,2,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",Yes,No,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,1,Democrat,SC,South Carolina,"2,513,329","1,091,541",43.43%,,"1,385,103",55.11%,9,"36,685",1.46%,
533,55-64 years old,2,At home,Pour over,NA,Pourover,No - just black,Nutty,Somewhat strong,Medium,Full caffeine,6,3,3,4,3,3,3,3,3,3,2,2,1,Coffee A,I do a mix of both,$40-$60,It tastes good,Yes,Yes,$4-$6,$4-$6,Yes,$50-$100,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Retired,2,Republican,PA,Pennsylvania,"6,915,283","3,458,229",50.01%,20,"3,377,674",48.84%,,"79,380",1.15%,
396,25-34 years old,2,"At the office, At home, On the go","Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Espresso, Cold brew","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Cappuccino,"Milk, dairy alternative, or coffee creamer",Caramalized,Somewhat strong,Medium,Full caffeine,5,3,1,3,4,4,1,1,1,5,2,4,0,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$4-$6,$4-$6,Yes,$50-$100,No,Female,Married,"$75,000 - $99,999",Some college or associate's degree,White/Caucasian,Employed full-time,None,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,25-34 years old,2,At home,"Espresso, Cold brew",NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Nutty,Somewhat strong,Medium,Full caffeine,6,2,4,5,3,2,4,2,1,1,1,5,0,Coffee A,I primarily work from home,$20-$40,"I need the ritual, It tastes good",Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,Single,"$50,000 - $74,999",Bachelor's degree,White/Caucasian,Employed full-time,None,NA,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
2139,45-54 years old,1,"At the office, At home","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA,Latte,"Milk, dairy alternative, or coffee creamer",Chocolatey,Medium,Light,Full caffeine,5,4,5,1,3,4,2,3,4,3,2,3,-1,Coffee B,I do a mix of both,$60-$80,It tastes good,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Female,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
259,25-34 years old,1,"At home, At the office, At a cafe",Espresso,NA,Latte,"Milk, dairy alternative, or coffee creamer",Caramalized,Medium,Medium,Full caffeine,4,1,4,4,3,2,2,4,3,3,3,5,-2,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$8-$10,$8-$10,No,$20-$50,Yes,Male,Married,NA,Master's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
1121,18-24 years old,1,"At home, On the go",Espresso,Other,Espresso,No - just black,Fruity,Medium,Light,Full caffeine,3,1,3,3,2,2,3,3,2,4,4,3,1,Coffee C,I primarily work in person,<$20,It tastes good,Yes,Yes,$15-$20,$6-$8,Yes,"More than $1,000",Yes,Male,Single,"Under $25,000",Less than high school,White/Caucasian,Employed full-time,None,No affiliation,IN,Indiana,"3,033,121","1,242,416",40.96%,,"1,729,519",57.02%,11,"61,186",2.02%,
848,18-24 years old,1,At home,"Pour over, Espresso, Other",NA,Latte,"Milk, dairy alternative, or coffee creamer",Fruity,Somewhat light,Light,Full caffeine,6,2,4,3,3,2,2,4,3,2,1,2,-2,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$8-$10,No,"More than $1,000",Yes,Male,Single,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
2691,25-34 years old,1,At home,Pour over,NA,Regular drip coffee,"Milk, dairy alternative, or coffee creamer",Chocolatey,Somewhat strong,Light,Full caffeine,2,2,2,4,2,2,5,3,3,3,5,5,2,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,Married,"$100,000 - $149,999",Some college or associate's degree,White/Caucasian,Employed part-time,1,Democrat,WI,Wisconsin,"3,298,041","1,630,866",49.45%,10,"1,610,184",48.82%,,"56,991",1.73%,
1041,45-54 years old,2,At home,"Pour over, French press, Cold brew, Espresso",NA,Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,5,2,4,4,2,2,1,4,2,3,2,4,-2,Coffee A,I do a mix of both,$60-$80,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,2,Democrat,VA,Virginia,"4,460,524","2,413,568",54.11%,13,"1,962,430",44.00%,,"84,526",1.89%,
1558,35-44 years old,3,At home,"Pour over, Espresso",NA,Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,7,4,3,5,4,1,2,3,3,3,1,5,-2,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",Yes,Male,Married,"$100,000 - $149,999",Master's degree,Asian/Pacific Islander,Employed full-time,2,Independent,VA,Virginia,"4,460,524","2,413,568",54.11%,13,"1,962,430",44.00%,,"84,526",1.89%,
870,25-34 years old,2,"At home, At a cafe","Pour over, Espresso",NA,Espresso,No - just black,Fruity,Medium,Light,Full caffeine,6,3,4,4,2,2,2,3,1,3,1,4,-2,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the ritual",Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,25-34 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,Regular drip coffee,No - just black,Fruity,Somewhat strong,Light,Full caffeine,7,2,5,4,3,1,1,1,2,2,2,4,-2,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Homemaker,2,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
464,25-34 years old,2,"At the office, On the go, At home, At a cafe",Pour over,"Drive-thru, Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",Cold brew,No - just black,Fruity,Medium,Medium,Full caffeine,5,1,5,5,3,2,3,4,3,2,2,4,-2,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$8-$10,$8-$10,No,$20-$50,Yes,Female,Married,"$100,000 - $149,999",Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,25-34 years old,1,At home,Other,NA,Americano,No - just black,Chocolatey,Somewhat strong,Dark,Half caff,5,4,4,2,4,3,3,1,3,4,1,5,2,Coffee C,I primarily work in person,$20-$40,"It makes me go to the bathroom, It tastes good",Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,Living with a partner,"$100,000 - $149,999",High school graduate,White/Caucasian,Employed full-time,None,Independent,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1568,25-34 years old,1,"At home, At the office","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",NA,Espresso,No - just black,Full Bodied,Somewhat strong,Medium,Full caffeine,8,2,4,4,3,2,4,4,1,3,4,4,-2,Coffee C,I do a mix of both,$20-$40,It tastes good,Yes,Yes,$4-$6,More than $20,No,$500-$1000,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,OK,Oklahoma,"1,560,699","503,890",32.29%,,"1,020,280",65.37%,7,"36,529",2.34%,
928,35-44 years old,4,"At home, On the go, At the office, At a cafe","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)","Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)",Pourover,"No - just black, Sugar or sweetener",Sweet,Somewhat strong,Dark,Full caffeine,4,3,4,3,1,3,4,2,2,5,3,3,2,Coffee C,I primarily work from home,$80-$100,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$6-$8,Yes,"More than $1,000",Yes,Male,Married,"$50,000 - $74,999",Some college or associate's degree,White/Caucasian,Employed full-time,More than 3,Republican,NV,Nevada,"1,405,376","703,486",50.06%,6,"669,890",47.67%,,"32,000",2.28%,
2866,25-34 years old,1,At home,"Espresso, Other",NA,Latte,No - just black,Bright,Medium,Medium,Full caffeine,5,3,2,3,2,1,3,2,1,4,2,3,0,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, It makes me go to the bathroom, I need the ritual",Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Female,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed part-time,1,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
2516,25-34 years old,1,"At home, At a cafe","Pour over, Espresso, French press, Coffee extract (e.g. Cometeer), Cold brew",NA,Other,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",Full Bodied,Somewhat strong,Medium,Full caffeine,5,2,4,4,4,2,4,3,3,3,2,3,-2,Coffee B,I primarily work in person,<$20,"It tastes good, Other",Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,Single,"Under $25,000",Some college or associate's degree,White/Caucasian,Employed full-time,None,No affiliation,LA,Louisiana,"2,148,062","856,034",39.85%,,"1,255,776",58.46%,8,"36,252",1.69%,
2520,18-24 years old,3,"At a cafe, On the go, At home, At the office","Pour over, Espresso","Specialty coffee shop, Local cafe",Pourover,No - just black,Juicy,Somewhat strong,Light,Full caffeine,7,1,5,5,4,1,2,5,2,1,4,4,-2,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Married,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,VA,Virginia,"4,460,524","2,413,568",54.11%,13,"1,962,430",44.00%,,"84,526",1.89%,
1328,25-34 years old,2,"At the office, At home, At a cafe, On the go",Coffee brewing machine (e.g. Mr. Coffee),"Specialty coffee shop, Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe",Latte,No - just black,Full Bodied,Medium,Medium,Full caffeine,5,2,4,2,1,2,4,3,1,4,4,4,0,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,No,$6-$8,$15-$20,Yes,$20-$50,Yes,Male,Living with a partner,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
226,25-34 years old,1,At home,Pour over,NA,Pourover,No - just black,Floral,Somewhat strong,Light,Full caffeine,8,1,4,3,4,3,3,3,4,4,4,5,1,Coffee C,I do a mix of both,$20-$40,It tastes good,Yes,Yes,$8-$10,$15-$20,No,$500-$1000,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,MN,Minnesota,"3,277,171","1,717,077",52.40%,10,"1,484,065",45.28%,,"76,029",2.32%,
311,35-44 years old,2,"At home, At the office",Espresso,NA,Cappuccino,No - just black,Fruity,Somewhat strong,Light,Full caffeine,7,3,4,3,3,2,4,2,2,4,1,5,-2,Coffee B,I primarily work in person,$60-$80,"It tastes good, I need the ritual",Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",Yes,Male,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,Employed full-time,2,Democrat,OR,Oregon,"2,374,321","1,340,383",56.45%,7,"958,448",40.37%,,"75,490",3.18%,
1919,35-44 years old,1,At the office,NA,NA,Cortado,No - just black,Fruity,Somewhat strong,Medium,Full caffeine,4,1,4,4,3,1,3,4,2,2,2,3,-1,Coffee A,I primarily work in person,$20-$40,Other,Yes,Yes,$6-$8,More than $20,No,$500-$1000,Yes,Male,Married,"$150,000 or more",Bachelor's degree,Hispanic/Latino,Employed full-time,2,No affiliation,FL,Florida,"11,067,456","5,297,045",47.86%,,"5,668,731",51.22%,29,"101,680",0.92%,
2503,25-34 years old,1,"At home, At a cafe, At the office",Pour over,NA,Pourover,No - just black,Juicy,Somewhat strong,Light,Full caffeine,8,1,4,4,4,1,2,5,1,1,1,5,-2,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,OH,Ohio,"5,922,202","2,679,165",45.24%,,"3,154,834",53.27%,18,"88,203",1.49%,
1302,35-44 years old,2,At home,Espresso,NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Chocolatey,Somewhat strong,Medium,Full caffeine,7,1,3,5,5,1,2,3,2,5,1,5,0,Coffee C,I primarily work in person,$40-$60,It tastes good,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
1371,35-44 years old,3,"At the office, At home",Pour over,NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Chocolatey,Somewhat strong,Medium,Full caffeine,2,2,5,4,3,2,4,4,1,5,1,3,2,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual, I need the caffeine",Yes,No,$6-$8,$4-$6,No,$20-$50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,25-34 years old,Less than 1,At a cafe,NA,NA,Blended drink (e.g. Frappuccino),Flavor syrup,Caramalized,Somewhat light,Light,Half caff,2,1,4,2,1,3,4,2,4,3,2,5,1,Coffee B,I do a mix of both,$20-$40,Other,Yes,Yes,$15-$20,More than $20,Yes,$50-$100,NA,Female,Single,"$100,000 - $149,999",Master's degree,Asian/Pacific Islander,Employed full-time,None,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1786,18-24 years old,2,"On the go, At a cafe, At home, At the office","Pour over, Cold brew","Local cafe, Specialty coffee shop, Drive-thru, National chain (e.g. Starbucks, Dunkin)",Pourover,"No - just black, Milk, dairy alternative, or coffee creamer",Nutty,Somewhat strong,Medium,Full caffeine,6,2,5,3,3,2,3,4,2,4,3,4,2,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,$8-$10,No,$300-$500,Yes,Male,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,IA,Iowa,"1,690,871","759,061",44.89%,,"897,672",53.09%,6,"34,138",2.02%,
1803,25-34 years old,2,"At home, At the office, At a cafe","Pour over, Cold brew",NA,Pourover,No - just black,Fruity,Medium,Light,Full caffeine,8,2,1,2,3,2,4,4,3,2,3,5,-2,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$10-$15,$10-$15,Yes,$300-$500,Yes,Male,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,Student,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
1409,25-34 years old,2,"At home, At a cafe, At the office","Pour over, French press, Espresso",NA,Cappuccino,"No - just black, Milk, dairy alternative, or coffee creamer",Full Bodied,Somewhat strong,Medium,Full caffeine,6,3,5,2,3,3,5,4,2,3,2,4,-1,Coffee B,I do a mix of both,$40-$60,"It tastes good, It makes me go to the bathroom",Yes,Yes,$6-$8,More than $20,Yes,$100-$300,Yes,Non-binary,Living with a partner,"$100,000 - $149,999",Bachelor's degree,Asian/Pacific Islander,Employed part-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1426,18-24 years old,2,At home,"Pour over, Other",NA,Pourover,"No - just black, Milk, dairy alternative, or coffee creamer",Sweet,Somewhat strong,Medium,Full caffeine,5,1,4,4,5,1,2,4,2,3,2,4,-1,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the ritual, It makes me go to the bathroom",Yes,Yes,$4-$6,$8-$10,No,$100-$300,Yes,Male,Single,"$50,000 - $74,999",Some college or associate's degree,Asian/Pacific Islander,Student,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
2067,18-24 years old,1,At the office,NA,NA,Latte,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Chocolatey,Very strong,Medium,Full caffeine,10,2,5,1,3,3,4,4,2,4,1,4,0,Coffee B,I primarily work in person,$60-$80,"I need the caffeine, It tastes good",Yes,No,$6-$8,$6-$8,Yes,$50-$100,Yes,Female,Single,"$100,000 - $149,999",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Independent,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
554,25-34 years old,1,"At the office, At a cafe, At home","Pour over, French press, Other",NA,Espresso,No - just black,Floral,Very strong,Light,Full caffeine,7,1,5,4,4,2,3,4,2,4,2,4,-2,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,Married,"$50,000 - $74,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,TN,Tennessee,"3,053,851","1,143,711",37.45%,,"1,852,475",60.66%,11,"57,665",1.89%,
1961,25-34 years old,1,At the office,NA,NA,Regular drip coffee,No - just black,Fruity,Medium,Medium,Full caffeine,7,2,3,3,1,2,2,2,4,4,1,2,0,Coffee C,I do a mix of both,$20-$40,I need the caffeine,Yes,No,$8-$10,$2-$4,No,$50-$100,Yes,Male,Single,"$25,000 - $49,999",Bachelor's degree,Other (please specify),Employed full-time,None,No affiliation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,45-54 years old,3,"At home, At the office","Bean-to-cup machine, Espresso",NA,Latte,"Milk, dairy alternative, or coffee creamer",Nutty,Somewhat strong,Medium,Full caffeine,8,3,4,3,2,3,5,4,3,4,3,2,1,Coffee B,I primarily work from home,$80-$100,"I need the ritual, It tastes good",Yes,Yes,$15-$20,More than $20,No,"More than $1,000",Yes,Male,Married,"$100,000 - $149,999",Some college or associate's degree,White/Caucasian,Employed full-time,2,Democrat,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
1056,18-24 years old,1,"At home, At a cafe",Other,NA,Iced coffee,Sugar or sweetener,Fruity,Somewhat strong,Light,Full caffeine,5,2,5,3,4,2,4,5,1,2,1,4,-2,Coffee B,I do a mix of both,$20-$40,It tastes good,Yes,Yes,$15-$20,More than $20,No,$100-$300,Yes,Prefer not to say,Living with a partner,"$150,000 or more",Bachelor's degree,Other (please specify),Employed full-time,None,No affiliation,MN,Minnesota,"3,277,171","1,717,077",52.40%,10,"1,484,065",45.28%,,"76,029",2.32%,
